platform,day_of_week,publish_hour,post_format,content_category,caption_length,hashtag_count,caption_sentiment,has_call_to_action,follower_count,account_age_months,historical_avg_engagement,recent_engagement_trend,paid_promotion,engagement_score
TikTok,Tuesday,18,Short Video,Behind the Scenes,105,2,0.216,Yes,30578,128,26.778,0.025,0,78.608
LinkedIn,Monday,0,Text,Behind the Scenes,63,7,0.129,No,29492,13,6.424,0.336,0,38.58
Instagram,Wednesday,14,Carousel,Behind the Scenes,48,6,-0.297,Yes,22324,78,27.566,0.154,0,52.019
X,Wednesday,2,Long Video,Community,147,8,0.166,Yes,16560,109,19.168,-0.126,0,34.329
Facebook,Sunday,19,Short Video,Education,39,5,0.25,Yes,11163,46,44.248,-0.029,0,74.692
Facebook,Monday,10,Image,Community,116,9,0.346,Yes,452,77,20.016,-0.339,0,36.988
Facebook,Sunday,7,Short Video,Behind the Scenes,187,2,0.732,No,3674,133,39.787,-0.118,0,50.949
Facebook,Sunday,9,Long Video,Behind the Scenes,73,7,0.244,No,14586,7,30.207,-0.143,0,38.859
Facebook,Thursday,14,Short Video,Community,71,8,0.011,Yes,250,128,24.756,0.068,0,52.607
Facebook,Friday,0,Short Video,Behind the Scenes,58,3,0.539,No,13809,74,36.058,-0.122,0,64.491
Instagram,Thursday,23,Long Video,Community,24,8,0.34,Yes,10163,60,18.628,-0.134,1,46.434
Facebook,Sunday,10,Text,Entertainment,108,3,0.624,Yes,6132,79,16.261,-0.225,0,34.728
TikTok,Tuesday,5,Image,Entertainment,36,10,0.355,No,3698,45,27.68,-0.358,0,38.623
Facebook,Sunday,22,Image,Product,75,3,0.12,No,8556,22,16.426,0.134,0,44.279
Facebook,Wednesday,22,Text,Entertainment,79,2,0.554,Yes,36588,101,6.5,-0.11,0,45.744
Instagram,Sunday,4,Image,Community,77,8,0.387,Yes,3016,10,16.861,0.015,1,44.524
LinkedIn,Sunday,4,Long Video,Lifestyle,207,5,-0.109,Yes,36482,100,21.786,-0.098,0,41.042
TikTok,Saturday,5,Short Video,Product,143,8,0.581,Yes,12476,122,7.125,0.131,0,52.176
Facebook,Saturday,3,Carousel,Education,131,3,0.959,Yes,18088,79,4.451,0.284,0,41.085
Facebook,Thursday,7,Short Video,Entertainment,69,3,0.675,No,4830,42,17.412,0.138,0,47.824
Facebook,Friday,17,Long Video,Community,197,4,1.0,No,5176,138,17.809,-0.195,0,40.523
LinkedIn,Tuesday,19,Carousel,Community,380,8,-0.222,No,1982,41,29.381,-0.18,1,48.137
Instagram,Tuesday,23,Image,Behind the Scenes,58,2,0.134,Yes,4083,51,31.571,0.077,0,50.32
Instagram,Saturday,23,Long Video,Community,143,2,0.282,No,1909,137,14.718,0.327,0,44.233
Facebook,Saturday,19,Short Video,Behind the Scenes,57,2,-0.08,No,5274,104,4.775,0.078,0,32.488
Instagram,Tuesday,1,Image,Entertainment,172,4,0.231,Yes,11025,90,25.931,-0.48,0,37.31
Instagram,Sunday,1,Image,Entertainment,61,2,0.559,No,45886,46,15.724,-0.238,0,40.783
Instagram,Friday,10,Short Video,Product,171,3,0.177,Yes,9124,77,4.419,0.225,0,36.239
TikTok,Sunday,4,Short Video,Product,142,6,0.602,No,46543,3,8.837,0.058,0,63.37
X,Thursday,7,Long Video,Lifestyle,121,6,-0.108,No,8808,119,14.453,0.256,0,29.113
Instagram,Friday,16,Text,Entertainment,108,3,-0.086,No,2246,26,6.06,-0.227,0,27.27
TikTok,Friday,18,Short Video,Entertainment,120,5,0.694,Yes,26242,116,18.55,-0.161,0,79.25
X,Tuesday,20,Short Video,Lifestyle,166,4,0.629,No,139982,89,37.057,-0.035,0,77.331
X,Tuesday,4,Short Video,Behind the Scenes,200,2,-0.051,Yes,58276,65,13.831,0.097,0,50.394
Instagram,Sunday,10,Short Video,Entertainment,100,9,0.014,Yes,11170,57,22.852,0.101,1,69.491
X,Friday,23,Text,Product,37,3,-0.271,No,99892,49,25.373,0.005,0,33.186
Instagram,Thursday,15,Image,Product,109,5,-0.393,Yes,2851,132,23.824,0.193,0,44.866
LinkedIn,Monday,21,Short Video,Lifestyle,81,4,0.012,Yes,2577,12,10.284,0.188,0,48.261
Instagram,Monday,10,Image,Entertainment,207,4,-0.156,No,6410,49,29.801,-0.009,0,47.071
TikTok,Thursday,10,Short Video,Product,118,6,0.164,Yes,13920,104,13.513,-0.311,0,50.304
Instagram,Monday,11,Long Video,Education,132,2,0.227,Yes,9742,36,35.632,0.215,0,60.619
LinkedIn,Monday,20,Image,Behind the Scenes,65,9,0.059,Yes,1935,142,10.694,0.241,0,36.393
Instagram,Friday,20,Long Video,Entertainment,194,4,-0.127,No,3365,99,32.347,-0.043,0,55.385
TikTok,Sunday,4,Short Video,Community,251,3,-0.848,Yes,42265,144,28.599,-0.193,0,61.136
LinkedIn,Saturday,19,Text,Education,65,2,0.296,Yes,1475,60,9.101,0.185,0,39.436
Instagram,Thursday,20,Long Video,Community,90,8,0.297,Yes,875,23,42.548,-0.474,0,47.971
X,Sunday,14,Long Video,Education,229,5,-0.075,No,56805,93,20.007,-0.134,0,45.507
TikTok,Friday,11,Image,Lifestyle,100,5,0.479,No,16909,93,39.061,-0.102,0,59.882
Instagram,Sunday,4,Text,Lifestyle,208,11,1.0,No,30664,69,42.294,-0.06,0,45.74
Instagram,Tuesday,8,Long Video,Behind the Scenes,116,8,0.629,No,1784,138,11.91,-0.034,0,31.813
TikTok,Friday,10,Text,Product,52,3,0.654,No,9793,50,39.314,-0.514,0,53.09
Instagram,Sunday,18,Long Video,Product,148,3,0.199,Yes,54304,43,25.022,-0.177,0,38.768
Facebook,Sunday,16,Text,Behind the Scenes,127,2,0.316,No,3802,105,38.673,-0.27,0,41.576
Facebook,Sunday,4,Short Video,Behind the Scenes,159,5,-0.091,Yes,15036,121,21.664,-0.092,0,51.774
TikTok,Tuesday,1,Image,Entertainment,142,4,0.306,Yes,17057,101,10.907,-0.104,0,39.959
TikTok,Friday,16,Short Video,Lifestyle,205,2,0.819,Yes,3888,79,40.805,0.008,0,73.233
LinkedIn,Monday,14,Image,Education,247,4,0.494,Yes,12343,117,21.78,-0.087,0,37.604
TikTok,Wednesday,10,Carousel,Community,117,7,0.661,Yes,8679,100,19.362,0.142,0,50.558
Facebook,Monday,14,Carousel,Community,216,1,-0.158,No,7402,98,21.8,0.167,0,37.065
X,Saturday,14,Short Video,Education,102,10,0.178,Yes,8250,42,23.471,0.02,0,40.561
Instagram,Saturday,14,Long Video,Product,203,2,0.968,Yes,881,87,2.568,0.049,0,24.808
Facebook,Monday,9,Text,Behind the Scenes,154,3,-0.0,Yes,44273,98,5.353,0.258,0,30.757
X,Sunday,11,Text,Behind the Scenes,254,3,0.687,Yes,23497,92,6.143,0.29,0,24.501
Facebook,Saturday,0,Image,Lifestyle,282,5,-0.103,Yes,1885,94,37.816,0.032,0,42.117
X,Saturday,10,Long Video,Lifestyle,90,2,0.312,Yes,14004,61,24.285,0.162,0,48.748
TikTok,Thursday,2,Text,Entertainment,160,3,0.423,No,10587,61,13.425,-0.163,0,23.023
Facebook,Sunday,15,Long Video,Behind the Scenes,144,10,0.233,Yes,24396,100,5.325,-0.239,0,28.337
TikTok,Sunday,0,Image,Entertainment,174,2,-0.432,No,7104,135,45.0,-0.382,0,55.731
Instagram,Thursday,8,Text,Education,490,5,0.301,Yes,160948,34,26.545,0.351,0,23.336
X,Wednesday,10,Short Video,Community,260,5,-0.162,Yes,12962,75,25.335,-0.416,0,52.247
Instagram,Saturday,21,Short Video,Behind the Scenes,215,7,0.159,Yes,3906,20,33.918,0.0,0,68.44
X,Monday,9,Carousel,Education,356,4,0.231,Yes,26806,53,7.571,-0.127,0,30.7
Facebook,Wednesday,1,Text,Lifestyle,167,2,0.869,No,998,23,26.488,0.026,0,31.519
X,Monday,14,Text,Community,169,10,0.328,No,3693,142,13.511,0.368,0,26.292
X,Saturday,21,Long Video,Behind the Scenes,103,7,0.57,Yes,1279,26,31.479,0.305,0,49.591
Facebook,Monday,10,Image,Education,345,10,0.161,No,13423,108,18.937,0.452,0,37.914
X,Saturday,21,Image,Education,82,4,0.395,No,3352,138,30.876,-0.065,0,39.455
LinkedIn,Thursday,11,Text,Behind the Scenes,237,9,0.01,No,20766,16,34.062,-0.118,0,49.644
Facebook,Thursday,16,Text,Entertainment,73,7,-0.034,Yes,1395,138,4.028,0.373,0,45.436
Facebook,Friday,13,Text,Education,90,3,0.557,Yes,15522,96,26.913,0.21,0,61.554
Instagram,Monday,19,Long Video,Product,118,3,0.405,Yes,46768,25,32.904,0.036,0,69.198
Instagram,Saturday,7,Image,Entertainment,85,4,0.048,Yes,4828,109,20.538,-0.073,0,40.234
Instagram,Tuesday,10,Short Video,Education,118,4,1.0,Yes,1226,89,19.693,0.194,1,61.654
TikTok,Saturday,15,Image,Lifestyle,31,4,0.341,Yes,19483,58,45.0,0.298,0,71.963
Instagram,Sunday,5,Carousel,Product,118,5,0.946,Yes,3787,66,23.366,0.157,1,61.769
Facebook,Thursday,23,Image,Product,48,9,0.487,Yes,1550,90,43.321,-0.14,0,61.132
Facebook,Friday,10,Short Video,Entertainment,72,6,0.715,No,1495,60,15.27,-0.482,1,31.998
Facebook,Sunday,22,Short Video,Behind the Scenes,78,1,0.205,No,3411,79,7.483,0.227,0,33.868
X,Wednesday,20,Text,Product,168,1,-0.469,No,23019,105,22.419,0.051,0,34.606
X,Wednesday,11,Image,Education,104,9,0.391,Yes,2714,97,29.147,-0.354,0,26.112
X,Sunday,14,Text,Community,42,2,0.151,Yes,83448,129,26.337,0.241,0,34.598
Facebook,Wednesday,13,Image,Lifestyle,212,3,0.407,No,10919,13,26.793,0.037,0,46.774
Instagram,Wednesday,20,Text,Product,191,3,0.661,Yes,49756,79,12.908,-0.077,0,30.589
X,Monday,16,Short Video,Community,72,4,0.04,No,4967,66,45.0,-0.159,1,62.911
Instagram,Wednesday,18,Image,Community,91,2,0.131,Yes,7342,76,27.481,-0.006,0,50.38
Instagram,Tuesday,9,Long Video,Entertainment,126,4,0.4,Yes,3497,135,17.977,0.056,0,44.513
TikTok,Saturday,4,Image,Lifestyle,88,11,0.292,Yes,11236,141,29.925,0.152,0,61.833
Facebook,Thursday,23,Short Video,Behind the Scenes,148,4,1.0,Yes,13609,67,15.539,-0.15,0,38.999
Facebook,Wednesday,19,Long Video,Community,43,4,0.545,Yes,3941,26,11.411,-0.116,0,44.351
Instagram,Sunday,17,Short Video,Education,294,9,-0.856,Yes,37251,101,29.433,0.036,0,55.446
LinkedIn,Thursday,0,Short Video,Product,228,6,0.078,Yes,2450,115,45.0,0.519,0,58.56
Instagram,Wednesday,4,Short Video,Community,118,5,-0.066,Yes,42868,9,26.341,-0.417,1,55.904
TikTok,Saturday,23,Image,Product,143,9,-0.161,Yes,1538,79,8.454,-0.004,0,39.571
TikTok,Tuesday,2,Short Video,Community,345,2,0.007,Yes,5656,2,10.021,-0.166,0,44.913
TikTok,Thursday,6,Text,Product,22,4,0.897,Yes,20115,127,39.826,0.169,0,66.439
LinkedIn,Friday,8,Carousel,Community,144,8,-0.137,No,123597,84,23.188,0.02,0,50.625
Instagram,Wednesday,7,Image,Product,14,5,-0.018,No,7096,99,27.938,-0.142,0,44.404
Instagram,Thursday,22,Image,Behind the Scenes,143,4,0.306,Yes,8061,2,7.471,-0.491,0,21.718
Instagram,Monday,7,Short Video,Lifestyle,224,7,0.692,Yes,34195,117,12.215,0.011,1,55.535
LinkedIn,Saturday,23,Text,Product,196,11,0.417,No,12806,69,11.026,0.009,0,10.564
X,Sunday,22,Long Video,Entertainment,251,8,0.738,Yes,18681,91,9.877,-0.009,0,19.033
Facebook,Friday,1,Long Video,Community,163,5,0.185,No,8590,70,8.899,0.069,1,34.447
Facebook,Thursday,15,Carousel,Product,76,7,0.214,Yes,52769,85,16.846,0.036,0,33.229
X,Sunday,18,Short Video,Education,264,7,0.383,Yes,29162,102,34.604,-0.024,0,59.845
Instagram,Saturday,6,Carousel,Entertainment,52,8,0.716,No,3764,45,26.158,0.475,0,72.27
Instagram,Thursday,22,Image,Product,301,3,-0.207,Yes,9820,43,18.159,0.018,0,30.099
TikTok,Friday,7,Short Video,Education,109,4,-0.026,No,22682,28,44.849,-0.282,0,85.693
Instagram,Sunday,22,Short Video,Behind the Scenes,115,5,-0.782,No,1530,60,14.975,-0.137,1,50.107
TikTok,Tuesday,19,Text,Education,119,6,0.167,No,5930,50,10.084,-0.096,0,50.231
TikTok,Saturday,14,Long Video,Education,75,5,0.851,No,110211,43,9.303,-0.019,1,51.647
TikTok,Wednesday,1,Short Video,Behind the Scenes,295,7,0.692,No,3714,50,36.435,0.082,0,50.289
TikTok,Monday,7,Short Video,Entertainment,68,5,0.664,Yes,8582,47,10.726,0.087,0,64.502
TikTok,Wednesday,19,Long Video,Behind the Scenes,63,5,-0.085,Yes,33393,105,4.491,0.285,0,53.748
Instagram,Thursday,15,Carousel,Lifestyle,110,4,0.325,Yes,4087,52,18.1,-0.2,0,44.928
X,Saturday,17,Carousel,Behind the Scenes,171,6,0.599,Yes,1665,18,11.327,0.243,0,35.951
LinkedIn,Tuesday,7,Text,Entertainment,33,8,-0.022,Yes,7591,64,10.56,0.13,0,25.18
Instagram,Thursday,8,Long Video,Lifestyle,422,6,0.399,No,10836,12,21.952,0.196,0,25.339
Instagram,Friday,2,Text,Behind the Scenes,258,4,0.092,Yes,2061,119,21.458,-0.074,0,27.476
Instagram,Friday,14,Text,Entertainment,214,3,0.725,Yes,13526,89,37.539,-0.015,0,55.733
Instagram,Saturday,5,Long Video,Entertainment,62,4,0.033,No,3672,87,25.591,-0.194,0,37.317
Instagram,Saturday,19,Image,Behind the Scenes,216,6,-0.113,Yes,97097,73,37.653,0.237,0,70.232
Instagram,Thursday,11,Short Video,Education,141,5,0.637,No,11296,130,23.551,-0.152,1,55.94
LinkedIn,Tuesday,3,Carousel,Product,152,6,0.369,No,5822,57,24.879,0.219,0,42.206
LinkedIn,Sunday,15,Carousel,Lifestyle,95,5,-0.248,Yes,3564,131,19.75,-0.129,0,52.395
LinkedIn,Sunday,22,Long Video,Behind the Scenes,153,10,0.466,No,158884,44,30.679,-0.246,0,53.777
Facebook,Monday,20,Carousel,Product,391,4,0.187,Yes,9757,129,6.808,0.344,0,15.429
LinkedIn,Thursday,5,Image,Lifestyle,81,5,0.071,Yes,2352,68,14.948,0.211,0,44.971
LinkedIn,Saturday,22,Carousel,Lifestyle,198,6,-0.148,No,15681,50,25.893,0.297,0,55.146
X,Friday,15,Long Video,Community,120,3,0.101,Yes,1645,86,4.522,-0.379,0,22.111
LinkedIn,Sunday,14,Short Video,Education,43,6,0.437,No,9585,10,32.781,0.152,0,42.667
LinkedIn,Tuesday,16,Image,Community,122,5,0.143,Yes,15340,30,45.0,0.091,0,73.757
LinkedIn,Sunday,0,Short Video,Education,300,5,0.94,Yes,65277,32,11.841,-0.138,0,45.094
Facebook,Tuesday,4,Image,Product,72,6,0.488,Yes,5925,99,6.688,0.393,0,34.501
Instagram,Monday,11,Image,Lifestyle,76,4,0.221,Yes,70246,111,34.555,0.118,1,60.603
Instagram,Saturday,2,Carousel,Entertainment,91,5,0.219,Yes,79444,96,12.235,0.076,0,57.209
TikTok,Sunday,2,Long Video,Entertainment,248,5,0.805,No,1371,124,7.019,-0.019,0,30.522
Instagram,Wednesday,18,Image,Community,79,4,0.031,No,18433,13,11.248,0.067,0,47.092
Instagram,Tuesday,2,Image,Behind the Scenes,175,8,0.443,Yes,4816,69,15.667,0.304,0,44.466
Instagram,Sunday,9,Image,Lifestyle,278,8,0.026,No,14939,137,45.0,0.398,0,53.591
TikTok,Monday,15,Long Video,Education,79,5,0.499,Yes,29076,17,39.823,0.353,0,61.864
X,Friday,16,Image,Community,57,5,0.782,Yes,33376,18,2.043,0.285,0,38.035
TikTok,Monday,20,Short Video,Education,80,7,0.85,No,9436,105,18.37,0.117,0,68.173
Instagram,Friday,1,Image,Product,197,5,0.991,Yes,11751,22,29.789,0.202,0,48.71
TikTok,Monday,4,Long Video,Behind the Scenes,135,6,0.154,No,6893,39,40.1,-0.111,0,66.013
TikTok,Wednesday,18,Image,Education,117,5,0.271,Yes,4064,19,18.638,-0.433,0,40.088
Facebook,Thursday,1,Short Video,Lifestyle,54,7,-0.214,Yes,18662,112,8.633,-0.416,1,43.753
Facebook,Sunday,18,Carousel,Lifestyle,377,6,-0.103,No,9451,100,45.0,-0.297,0,58.827
Instagram,Friday,21,Short Video,Entertainment,42,5,0.482,No,1706,130,29.395,0.062,0,52.49
Facebook,Sunday,10,Image,Lifestyle,162,9,-0.225,No,184498,36,33.311,-0.132,0,50.505
Instagram,Thursday,18,Image,Lifestyle,29,7,-0.09,No,2033,44,28.92,-0.128,0,42.543
Facebook,Tuesday,6,Short Video,Behind the Scenes,348,6,-0.202,Yes,8358,14,28.41,0.145,0,56.619
X,Wednesday,5,Text,Education,216,7,0.098,Yes,12226,58,13.677,0.112,0,45.127
X,Thursday,1,Text,Behind the Scenes,112,4,0.415,No,29300,18,35.793,-0.073,0,51.743
Instagram,Thursday,13,Text,Behind the Scenes,85,8,0.435,No,11693,120,27.087,-0.01,1,45.999
LinkedIn,Sunday,6,Carousel,Entertainment,102,4,0.81,Yes,3381,107,3.657,-0.159,0,38.603
LinkedIn,Sunday,1,Short Video,Community,220,5,0.661,No,3922,51,12.262,0.211,0,34.427
X,Monday,9,Long Video,Product,89,8,0.029,Yes,2329,122,45.0,0.087,0,48.593
Instagram,Saturday,15,Carousel,Behind the Scenes,92,3,-0.494,Yes,13729,34,5.668,-0.352,0,28.576
TikTok,Wednesday,5,Image,Lifestyle,320,4,0.646,Yes,847,41,26.164,-0.024,0,50.57
Instagram,Friday,4,Image,Entertainment,46,1,0.479,Yes,1352,64,20.068,0.315,0,56.345
Instagram,Sunday,0,Text,Product,112,5,-0.311,No,13161,54,24.748,0.167,0,30.138
Facebook,Sunday,16,Long Video,Lifestyle,93,7,-0.401,Yes,2483,23,9.175,0.161,0,30.864
TikTok,Thursday,2,Carousel,Lifestyle,132,9,-0.248,Yes,4557,99,45.0,-0.3,0,50.156
Instagram,Monday,21,Long Video,Entertainment,200,3,0.341,No,2581,1,27.792,0.138,0,54.049
LinkedIn,Sunday,15,Short Video,Lifestyle,73,3,-0.273,No,15232,93,37.858,0.174,0,47.105
TikTok,Sunday,17,Short Video,Lifestyle,132,3,-0.078,No,92531,103,4.588,0.239,0,65.394
X,Wednesday,6,Image,Community,211,3,0.283,No,41316,107,6.76,-0.386,0,28.991
LinkedIn,Monday,1,Short Video,Behind the Scenes,55,1,0.21,No,2648,101,5.961,0.02,0,33.448
X,Thursday,20,Carousel,Behind the Scenes,32,7,0.336,Yes,7258,8,32.189,0.175,0,63.826
LinkedIn,Saturday,5,Carousel,Entertainment,88,7,0.088,No,8399,7,3.364,0.106,0,22.811
Instagram,Thursday,4,Short Video,Education,90,6,0.429,No,1422,8,17.913,0.029,0,47.628
Instagram,Monday,21,Image,Entertainment,327,4,0.202,Yes,4989,83,22.934,-0.047,0,56.186
X,Thursday,3,Short Video,Education,50,4,-0.188,No,70795,52,27.683,-0.337,0,39.704
Instagram,Thursday,2,Carousel,Behind the Scenes,151,8,-0.168,No,21659,32,9.831,0.248,0,39.454
TikTok,Sunday,9,Long Video,Product,194,5,-0.039,No,5838,47,13.884,0.018,0,26.861
Facebook,Saturday,2,Carousel,Community,128,5,0.23,No,3067,98,8.099,0.032,0,27.314
Instagram,Friday,15,Short Video,Community,102,3,-0.2,No,3774,110,21.197,0.041,0,40.916
Instagram,Wednesday,16,Image,Education,228,3,0.312,Yes,3087,89,39.786,0.029,0,48.207
TikTok,Sunday,20,Image,Behind the Scenes,153,5,-0.159,Yes,7239,46,7.219,-0.037,0,46.269
TikTok,Tuesday,15,Image,Behind the Scenes,106,2,0.438,Yes,911,55,10.499,0.21,0,46.933
Facebook,Wednesday,17,Carousel,Entertainment,75,5,0.552,Yes,25473,77,35.188,-0.641,0,51.866
Instagram,Saturday,16,Image,Product,199,5,-0.157,No,7088,40,8.001,0.096,0,34.897
TikTok,Sunday,15,Short Video,Lifestyle,31,4,-0.042,Yes,4334,67,15.273,0.188,0,50.415
Instagram,Saturday,11,Short Video,Entertainment,356,4,0.361,Yes,6073,127,5.232,-0.241,0,31.056
Facebook,Friday,8,Long Video,Community,124,2,0.427,Yes,129664,25,16.446,-0.086,0,51.267
Instagram,Sunday,10,Short Video,Community,108,5,-0.457,No,13812,77,10.76,0.406,0,61.373
Instagram,Monday,23,Carousel,Lifestyle,103,3,0.011,No,5511,80,7.236,-0.044,0,32.203
LinkedIn,Friday,11,Text,Behind the Scenes,47,9,0.39,No,25675,82,23.992,0.147,0,40.671
Instagram,Wednesday,6,Carousel,Education,99,7,0.493,Yes,8168,73,19.549,-0.006,0,47.36
LinkedIn,Friday,7,Carousel,Entertainment,137,1,-0.255,Yes,3091,138,30.199,0.485,0,52.775
Instagram,Tuesday,5,Image,Behind the Scenes,168,5,0.437,No,6589,47,31.793,0.429,0,55.572
Instagram,Thursday,7,Image,Product,96,4,0.638,No,12983,92,40.033,-0.447,0,47.996
TikTok,Tuesday,14,Short Video,Entertainment,128,3,0.076,Yes,7164,57,38.798,0.014,0,86.511
X,Friday,0,Image,Product,157,5,0.524,Yes,2742,138,9.866,-0.3,0,16.804
TikTok,Sunday,19,Carousel,Behind the Scenes,116,6,0.132,No,2269,70,34.122,0.166,0,65.351
Instagram,Monday,17,Image,Entertainment,62,9,0.446,Yes,38006,29,5.94,-0.115,1,31.726
Facebook,Sunday,23,Carousel,Entertainment,14,5,1.0,No,7157,28,39.82,0.161,1,77.214
TikTok,Friday,14,Short Video,Education,193,5,-0.021,Yes,6819,46,45.0,0.216,0,84.26
LinkedIn,Monday,9,Image,Product,81,2,0.238,Yes,9867,52,12.628,-0.037,0,46.971
X,Friday,16,Image,Lifestyle,272,4,-0.368,No,12610,4,43.965,-0.232,1,57.131
Facebook,Monday,9,Text,Behind the Scenes,32,8,-0.828,No,250,81,12.65,-0.175,0,24.405
TikTok,Saturday,4,Short Video,Education,283,5,-0.065,Yes,37679,98,34.745,0.231,0,81.053
TikTok,Tuesday,19,Text,Entertainment,105,5,0.878,No,13924,16,8.691,-0.045,1,52.319
X,Monday,0,Image,Community,120,5,0.581,Yes,1556,76,41.328,-0.235,0,54.2
TikTok,Saturday,21,Short Video,Lifestyle,177,2,0.145,Yes,730,45,11.956,-0.029,0,51.107
Instagram,Thursday,20,Image,Lifestyle,90,6,-0.471,No,9024,94,30.485,-0.189,0,53.603
X,Friday,13,Short Video,Lifestyle,54,6,-0.222,Yes,32536,101,20.249,0.194,0,56.652
X,Saturday,11,Long Video,Community,82,4,0.712,No,64311,29,11.213,-0.18,0,37.01
TikTok,Thursday,0,Image,Product,52,6,-0.046,Yes,21486,109,7.314,0.423,0,39.038
TikTok,Saturday,7,Short Video,Education,264,4,-0.78,No,24146,57,21.134,0.402,1,67.499
Facebook,Friday,12,Image,Lifestyle,143,7,-0.017,Yes,3160,81,30.228,-0.169,0,49.885
LinkedIn,Monday,21,Image,Product,96,6,0.57,No,12245,11,7.941,-0.211,0,18.959
TikTok,Sunday,9,Short Video,Product,110,8,-0.413,Yes,25210,144,13.191,-0.042,0,51.527
TikTok,Sunday,1,Image,Product,195,2,-0.437,Yes,15088,29,7.266,0.082,0,25.503
TikTok,Tuesday,11,Short Video,Product,88,4,0.032,Yes,10329,69,39.316,0.085,0,71.952
TikTok,Friday,6,Short Video,Education,133,6,0.164,No,7002,66,3.309,-0.082,0,46.758
Instagram,Monday,4,Carousel,Entertainment,132,5,0.578,Yes,23098,91,6.109,-0.016,0,47.526
LinkedIn,Tuesday,9,Image,Education,135,5,-0.054,Yes,5477,19,7.292,0.023,0,33.755
Instagram,Friday,16,Image,Product,267,7,0.84,Yes,21188,17,37.716,0.327,0,44.912
TikTok,Wednesday,14,Carousel,Entertainment,89,2,0.641,Yes,10920,131,11.719,0.158,0,54.256
LinkedIn,Sunday,23,Text,Entertainment,44,5,0.26,Yes,29388,126,23.661,-0.096,0,40.637
TikTok,Monday,8,Text,Community,41,5,0.221,No,27154,90,36.854,-0.433,0,34.714
TikTok,Friday,15,Carousel,Entertainment,51,5,0.193,Yes,14075,124,2.115,-0.294,0,24.317
X,Friday,15,Carousel,Entertainment,91,3,0.05,No,12050,127,13.451,-0.1,0,38.441
Instagram,Sunday,6,Short Video,Education,319,6,0.148,No,7038,120,22.873,-0.075,0,36.926
X,Saturday,16,Text,Entertainment,369,6,0.369,Yes,37486,141,23.167,0.071,0,45.753
Instagram,Sunday,10,Short Video,Behind the Scenes,67,4,0.376,No,1375,138,13.431,-0.211,0,47.541
TikTok,Saturday,23,Short Video,Entertainment,55,3,0.735,Yes,21032,85,45.0,-0.299,0,77.252
Facebook,Tuesday,15,Image,Lifestyle,15,2,0.113,Yes,1446,48,22.664,0.416,1,48.809
TikTok,Wednesday,18,Text,Lifestyle,108,4,-0.101,Yes,7926,139,16.884,-0.158,0,41.581
Facebook,Friday,18,Short Video,Entertainment,156,10,0.11,No,92691,74,37.08,0.065,1,69.915
Instagram,Sunday,13,Short Video,Community,48,5,0.161,No,560,34,37.168,0.069,0,57.701
Facebook,Sunday,21,Image,Community,376,6,-0.373,Yes,12601,60,26.675,-0.173,0,33.092
Instagram,Friday,12,Image,Education,47,8,0.158,No,23954,42,42.507,-0.0,0,49.242
LinkedIn,Monday,10,Carousel,Lifestyle,186,5,-0.027,Yes,13987,30,17.676,-0.391,0,44.388
Facebook,Wednesday,21,Text,Community,84,6,0.297,Yes,46187,47,35.63,0.182,0,53.662
TikTok,Friday,22,Short Video,Lifestyle,141,2,0.292,No,2282,81,20.934,0.18,0,63.452
Instagram,Saturday,7,Carousel,Education,218,8,0.839,Yes,12257,93,45.0,0.171,0,83.435
TikTok,Tuesday,22,Image,Lifestyle,30,6,0.59,Yes,15022,137,35.149,0.086,0,65.628
Facebook,Thursday,16,Image,Lifestyle,40,2,0.105,No,11997,17,39.346,-0.169,0,41.48
Instagram,Saturday,17,Short Video,Entertainment,199,2,0.623,No,10302,80,6.257,-0.111,0,34.764
Facebook,Saturday,21,Text,Entertainment,48,4,0.298,No,71849,121,43.056,0.341,1,85.199
Instagram,Tuesday,21,Carousel,Behind the Scenes,246,8,0.104,No,9982,142,12.778,-0.165,0,58.017
Instagram,Tuesday,9,Image,Community,57,8,0.156,No,29551,14,16.283,0.161,0,43.4
LinkedIn,Wednesday,13,Carousel,Education,130,8,0.28,Yes,1178,98,24.268,0.301,0,55.381
Instagram,Friday,14,Short Video,Behind the Scenes,127,5,-0.107,Yes,67117,53,27.772,-0.102,1,69.5
Instagram,Friday,0,Long Video,Entertainment,192,4,0.527,Yes,2103,22,10.355,-0.142,0,30.852
Facebook,Saturday,1,Short Video,Entertainment,132,12,-0.261,No,10530,49,3.752,0.152,0,18.718
LinkedIn,Thursday,11,Text,Product,122,6,0.321,Yes,2455,40,11.765,0.215,0,50.814
Instagram,Sunday,13,Short Video,Behind the Scenes,110,5,0.979,Yes,102395,35,3.66,-0.052,0,50.058
Instagram,Monday,11,Image,Lifestyle,118,6,0.103,Yes,2745,22,11.908,-0.032,0,43.618
TikTok,Thursday,22,Image,Behind the Scenes,113,4,0.732,No,124178,40,12.112,0.074,0,54.651
Facebook,Tuesday,1,Short Video,Lifestyle,352,5,0.488,No,36331,105,21.67,-0.19,0,43.198
TikTok,Thursday,22,Long Video,Product,65,1,0.437,No,4310,144,17.546,0.037,0,45.96
